nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;218;"NUSA TENGGARA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;96;"NUSA TENGGARA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;35;"KALIMANTAN BARAT"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;13;"KALIMANTAN TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;87;"KALIMANTAN SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;16;"KALIMANTAN TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;-;"KALIMANTAN UTARA"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;157;"SULAWESI UTARA"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;35;"SULAWESI TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;167;"SULAWESI SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;55;"SULAWESI TENGGARA"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;79;GORONTALO
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;61;"SULAWESI BARAT"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;27;MALUKU
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;24;"MALUKU UTARA"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;6;"PAPUA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;7;PAPUA
"Kepadatan Penduduk";"Tidak Ada";2007;Tahun;121;INDONESIA
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;76;ACEH
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;180;"SUMATERA UTARA"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;113;"SUMATERA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;59;RIAU
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;61;JAMBI
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;118;"SUMATERA SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;83;BENGKULU
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;196;LAMPUNG
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;68;"KEP. BANGKA BELITUNG"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;180;"KEP. RIAU"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;12355;"DKI JAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;1108;"JAWA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;995;"JAWA TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;1107;"DI YOGYAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;794;"JAWA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;1065;BANTEN
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;645;BALI
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;221;"NUSA TENGGARA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;98;"NUSA TENGGARA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;35;"KALIMANTAN BARAT"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;13;"KALIMANTAN TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;89;"KALIMANTAN SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;16;"KALIMANTAN TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;-;"KALIMANTAN UTARA"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;158;"SULAWESI UTARA"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;36;"SULAWESI TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;169;"SULAWESI SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;56;"SULAWESI TENGGARA"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;80;GORONTALO
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;61;"SULAWESI BARAT"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;28;MALUKU
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;24;"MALUKU UTARA"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;6;"PAPUA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;7;PAPUA
"Kepadatan Penduduk";"Tidak Ada";2008;Tahun;123;INDONESIA
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;77;ACEH
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;182;"SUMATERA UTARA"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;114;"SUMATERA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;60;RIAU
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;62;JAMBI
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;120;"SUMATERA SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;84;BENGKULU
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;199;LAMPUNG
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;69;"KEP. BANGKA BELITUNG"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;187;"KEP. RIAU"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;12459;"DKI JAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;1124;"JAWA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;1002;"JAWA TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;1118;"DI YOGYAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;798;"JAWA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;1085;BANTEN
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;652;BALI
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;225;"NUSA TENGGARA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;100;"NUSA TENGGARA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;36;"KALIMANTAN BARAT"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;14;"KALIMANTAN TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;90;"KALIMANTAN SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;16;"KALIMANTAN TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;-;"KALIMANTAN UTARA"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;160;"SULAWESI UTARA"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;36;"SULAWESI TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;171;"SULAWESI SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;58;"SULAWESI TENGGARA"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;81;GORONTALO
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;63;"SULAWESI BARAT"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;29;MALUKU
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;25;"MALUKU UTARA"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;6;"PAPUA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;7;PAPUA
"Kepadatan Penduduk";"Tidak Ada";2009;Tahun;124;INDONESIA
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;78;ACEH
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;179;"SUMATERA UTARA"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;116;"SUMATERA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;64;RIAU
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;62;JAMBI
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;82;"SUMATERA SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;86;BENGKULU
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;220;LAMPUNG
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;75;"KEP. BANGKA BELITUNG"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;206;"KEP. RIAU"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;14518;"DKI JAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;1222;"JAWA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;989;"JAWA TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;1107;"DI YOGYAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;786;"JAWA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;1106;BANTEN
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;676;BALI
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;243;"NUSA TENGGARA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;97;"NUSA TENGGARA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;30;"KALIMANTAN BARAT"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;14;"KALIMANTAN TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;94;"KALIMANTAN SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;17;"KALIMANTAN TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;-;"KALIMANTAN UTARA"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;164;"SULAWESI UTARA"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;43;"SULAWESI TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;173;"SULAWESI SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;59;"SULAWESI TENGGARA"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;93;GORONTALO
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;69;"SULAWESI BARAT"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;33;MALUKU
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;33;"MALUKU UTARA"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;8;"PAPUA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;9;PAPUA
"Kepadatan Penduduk";"Tidak Ada";2010;Tahun;124;INDONESIA
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;83;ACEH
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;186;"SUMATERA UTARA"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;121;"SUMATERA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;69;RIAU
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;66;JAMBI
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;85;"SUMATERA SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;91;BENGKULU
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;229;LAMPUNG
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;80;"KEP. BANGKA BELITUNG"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;227;"KEP. RIAU"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;15015;"DKI JAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;1282;"JAWA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;1014;"JAWA TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;1147;"DI YOGYAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;803;"JAWA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;1185;BANTEN
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;702;BALI
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;254;"NUSA TENGGARA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;102;"NUSA TENGGARA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;32;"KALIMANTAN BARAT"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;16;"KALIMANTAN TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;99;"KALIMANTAN SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;19;"KALIMANTAN TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;-;"KALIMANTAN UTARA"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;170;"SULAWESI UTARA"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;45;"SULAWESI TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;179;"SULAWESI SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;63;"SULAWESI TENGGARA"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;98;GORONTALO
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;74;"SULAWESI BARAT"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;35;MALUKU
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;35;"MALUKU UTARA"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;9;"PAPUA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;10;PAPUA
"Kepadatan Penduduk";"Tidak Ada";2013;Tahun;130;INDONESIA
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;85;ACEH
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;189;"SUMATERA UTARA"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;122;"SUMATERA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;71;RIAU
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;67;JAMBI
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;87;"SUMATERA SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;93;BENGKULU
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;232;LAMPUNG
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;82;"KEP. BANGKA BELITUNG"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;234;"KEP. RIAU"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;15173;"DKI JAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;1301;"JAWA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;1022;"JAWA TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;1161;"DI YOGYAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;808;"JAWA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;1211;BANTEN
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;710;BALI
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;257;"NUSA TENGGARA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;103;"NUSA TENGGARA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;32;"KALIMANTAN BARAT"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;16;"KALIMANTAN TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;101;"KALIMANTAN SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;26;"KALIMANTAN TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;8;"KALIMANTAN UTARA"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;172;"SULAWESI UTARA"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;46;"SULAWESI TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;180;"SULAWESI SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;64;"SULAWESI TENGGARA"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;99;GORONTALO
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;75;"SULAWESI BARAT"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;35;MALUKU
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;36;"MALUKU UTARA"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;9;"PAPUA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;10;PAPUA
"Kepadatan Penduduk";"Tidak Ada";2014;Tahun;132;INDONESIA
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;86;ACEH
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;191;"SUMATERA UTARA"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;124;"SUMATERA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;73;RIAU
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;68;JAMBI
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;88;"SUMATERA SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;94;BENGKULU
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;234;LAMPUNG
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;84;"KEP. BANGKA BELITUNG"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;241;"KEP. RIAU"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;15328;"DKI JAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;1320;"JAWA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;1030;"JAWA TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;1174;"DI YOGYAKARTA"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;813;"JAWA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;1237;BANTEN
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;718;BALI
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;260;"NUSA TENGGARA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;105;"NUSA TENGGARA TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;33;"KALIMANTAN BARAT"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;16;"KALIMANTAN TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;103;"KALIMANTAN SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;27;"KALIMANTAN TIMUR"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;9;"KALIMANTAN UTARA"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;174;"SULAWESI UTARA"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;47;"SULAWESI TENGAH"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;182;"SULAWESI SELATAN"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;66;"SULAWESI TENGGARA"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;101;GORONTALO
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;76;"SULAWESI BARAT"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;36;MALUKU
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;36;"MALUKU UTARA"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;9;"PAPUA BARAT"
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;10;PAPUA
"Kepadatan Penduduk";"Tidak Ada";2015;Tahun;134;INDONESIA
